"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"경상북도 청송군 현서면(4775034000)","2,532","2,532","61","97","119","129","190","473","701","452","274","35","1"
"경상북도 청송군 안덕면(4775035000)","2,609","2,609","77","93","113","116","202","492","619","527","320","48","2"
"경상북도 청송군 파천면(4775036000)","1,805","1,805","50","50","101","103","134","290","445","336","252","42","2"
"경상북도 청송군 진보면(4775037000)","6,438","6,438","313","356","534","522","753","1,177","1,287","928","514","50","4"
"경상북도 영양군 (4776000000)","16,692","16,692","726","938","1,145","1,032","1,729","2,987","3,456","2,684","1,715","252","28"
"경상북도 영양군 영양읍(4776025000)","7,305","7,305","444","552","652","644","954","1,247","1,287","900","518","99","8"
"경상북도 영양군 입암면(4776031000)","2,141","2,141","71","81","99","110","175","386","503","418","259","36","3"
"경상북도 영양군 청기면(4776032000)","1,739","1,739","56","55","77","57","125","300","426","370","240","29","4"
"경상북도 영양군 일월면(4776033000)","1,772","1,772","40","82","110","68","140","342","388","310","262","28","2"
"경상북도 영양군 수비면(4776034000)","1,693","1,693","53","92","92","66","168","317","381","291","196","31","6"
"경상북도 영양군 석보면(4776035000)","2,042","2,042","62","76","115","87","167","395","471","395","240","29","5"
"경상북도 영덕군 (4777000000)","36,313","36,313","1,675","2,117","2,425","2,406","3,873","6,165","7,410","5,909","3,780","523","30"
"경상북도 영덕군 영덕읍(4777025000)","11,040","11,040","809","937","946","1,026","1,573","1,853","1,827","1,224","717","118","10"
"경상북도 영덕군 강구면(4777031000)","6,248","6,248","230","302","438","390","679","1,140","1,384","1,075","541","67","2"
"경상북도 영덕군 남정면(4777032000)","2,371","2,371","55","63","131","110","180","404","557","481","337","52","1"
"경상북도 영덕군 달산면(4777033000)","1,124","1,124","16","40","45","46","64","185","274","242","182","28","2"
"경상북도 영덕군 지품면(4777034000)","1,489","1,489","35","38","74","56","111","272","371","306","197","28","1"
"경상북도 영덕군 지품면원전출장소(4777034500)","529","529","8","16","18","12","29","80","140","139","78","9","0"
"경상북도 영덕군 축산면(4777035000)","921","921","30","32","45","33","83","142","188","200","152","14","2"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,736","1,736","40","75","88","76","166","301","419","363","191","17","0"
"경상북도 영덕군 영해면(4777036000)","6,381","6,381","351","443","474","473","674","1,095","1,207","929","633","99","3"
"경상북도 영덕군 병곡면(4777037000)","2,786","2,786","75","124","112","124","208","446","625","555","459","56","2"
"경상북도 영덕군 창수면(4777038000)","1,688","1,688","26","47","54","60","106","247","418","395","293","35","7"
"경상북도 청도군 (4782000000)","42,263","42,263","1,526","2,254","2,865","2,777","4,439","7,302","9,613","6,588","4,280","598","21"
"경상북도 청도군 화양읍(4782025000)","7,186","7,186","462","662","604","641","1,013","1,208","1,262","783","476","70","5"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,119","1,119","43","26","59","92","96","168","280","193","142","18","2"
"경상북도 청도군 청도읍(4782025300)","10,320","10,320","462","712","869","843","1,346","1,776","2,108","1,323","780","98","3"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,620","1,620","40","53","83","89","142","269","443","302","174","25","0"
"경상북도 청도군 각남면(4782031000)","2,127","2,127","46","69","117","104","162","337","530","435","280","47","0"
"경상북도 청도군 풍각면(4782032000)","3,935","3,935","130","161","218","251","345","676","971","643","473","64","3"
"경상북도 청도군 각북면(4782033000)","2,227","2,227","63","61","139","106","149","435","583","405","256","29","1"
"경상북도 청도군 이서면(4782034000)","4,507","4,507","128","257","274","242","456","776","1,057","755","478","82","2"
"경상북도 청도군 운문면(4782035000)","2,110","2,110","34","40","126","99","183","433","532","350","277","36","0"
"경상북도 청도군 금천면(4782036000)","3,327","3,327","58","106","179","139","262","585","839","660","427","67","5"
"경상북도 청도군 매전면(4782037000)","3,785","3,785","60","107","197","171","285","639","1,008","739","517","62","0"
"경상북도 고령군 (4783000000)","31,361","31,361","1,418","2,041","2,541","2,265","3,822","5,899","6,267","4,109","2,674","314","11"
"경상북도 고령군 대가야읍(4783025300)","10,077","10,077","598","912","969","812","1,536","1,838","1,665","1,078","598","68","3"
"경상북도 고령군 덕곡면(4783031000)","1,433","1,433","33","45","92","63","102","261","356","239","216","24","2"
"경상북도 고령군 운수면(4783032000)","1,883","1,883","48","51","123","112","149","345","448","343","235","28","1"
"경상북도 고령군 성산면(4783033000)","2,594","2,594","63","80","206","171","247","563","602","380","249","32","1"
"경상북도 고령군 다산면(4783034000)","8,445","8,445","493","768","756","751","1,229","1,597","1,524","849","438","40","0"
"경상북도 고령군 개진면(4783035000)","1,941","1,941","42","33","134","111","147","406","466","342","226","34","0"
"경상북도 고령군 우곡면(4783036000)","1,591","1,591","32","47","70","74","141","281","366","310","248","21","1"
"경상북도 고령군 쌍림면(4783037000)","3,397","3,397","109","105","191","171","271","608","840","568","464","67","3"
"경상북도 성주군 (4784000000)","43,414","43,414","1,910","2,257","3,534","3,290","4,759","8,521","9,308","5,836","3,482","489","28"
"경상북도 성주군 성주읍(4784025000)","13,737","13,737","933","1,289","1,484","1,359","2,047","2,472","2,112","1,262","677","98","4"
"경상북도 성주군 선남면(4784031000)","6,154","6,154","195","181","482","476","591","1,372","1,465","881","434","71","6"
"경상북도 성주군 용암면(4784032000)","3,734","3,734","113","112","243","254","350","789","971","517","335","49","1"
"경상북도 성주군 수륜면(4784033000)","3,111","3,111","85","97","169","189","233","597","768","520","381","66","6"
"경상북도 성주군 가천면(4784034000)","2,035","2,035","56","40","124","125","170","421","523","306","240","28","2"
"경상북도 성주군 금수면(4784035000)","1,212","1,212","26","38","69","59","101","244","287","209","159","19","1"
"경상북도 성주군 대가면(4784036000)","2,452","2,452","76","103","185","132","243","442","549","427","259","36","0"
"경상북도 성주군 벽진면(4784037000)","3,071","3,071","106","82","196","168","267","590","811","519","281","48","3"
"경상북도 성주군 초전면(4784038000)","4,511","4,511","183","206","328","302","447","907","1,014","669","410","42","3"
"경상북도 성주군 월항면(4784039000)","3,397","3,397","137","109","254","226","310","687","808","526","306","32","2"
"경상북도 칠곡군 (4785000000)","114,758","114,758","9,524","11,541","12,032","14,876","20,660","19,625","13,758","7,677","4,406","618","41"
"경상북도 칠곡군 왜관읍(4785025000)","33,444","33,444","2,336","3,394","3,890","3,454","5,499","6,287","4,434","2,447","1,488","195","20"
"경상북도 칠곡군 북삼읍(4785025300)","24,305","24,305","1,900","3,140","2,918","2,491","5,164","4,812","2,230","1,054","533","62","1"
"경상북도 칠곡군 석적읍(4785025600)","30,889","30,889","4,447","3,718","2,929","7,072","6,926","3,042","1,595","754","356","45","5"
"경상북도 칠곡군 지천면(4785031000)","4,234","4,234","78","125","309","273","367","821","1,023","697","472","65","4"
"경상북도 칠곡군 동명면(4785032000)","5,312","5,312","122","168","416","340","502","1,121","1,313","781","455","94","0"
"경상북도 칠곡군 가산면(4785033000)","3,520","3,520","89","142","249","221","364","743","861","525","271","51","4"
"경상북도 칠곡군 약목면(4785036000)","9,824","9,824","321","687","1,092","702","1,412","2,233","1,693","1,036","576","68","4"
"경상북도 칠곡군 기산면(4785037000)","3,230","3,230","231","167","229","323","426","566","609","383","255","38","3"
"경상북도 예천군 (4790000000)","55,613","55,613","4,639","4,346","4,114","5,471","7,087","8,090","9,422","6,827","4,927","656","34"
"경상북도 예천군 예천읍(4790025000)","14,801","14,801","800","1,211","1,336","1,151","1,894","2,472","2,873","1,827","1,069","162","6"
"경상북도 예천군 용문면(4790031000)","2,309","2,309","62","112","87","74","182","352","511","494","389","43","3"
"경상북도 예천군 감천면(4790034000)","2,657","2,657","60","81","144","108","165","425","685","507","421","57","4"
"경상북도 예천군 보문면(4790035000)","1,697","1,697","53","58","55","82","119","260","412","346","277","35","0"
"경상북도 예천군 호명면(4790036000)","19,193","19,193","3,280","2,311","1,703","3,356","3,556","2,284","1,436","723","471","70","3"
"경상북도 예천군 유천면(4790037000)","2,531","2,531","151","107","214","227","238","320","446","425","348","53","2"
"경상북도 예천군 용궁면(4790038000)","2,456","2,456","50","87","116","108","202","365","579","527","368","50","4"
"경상북도 예천군 개포면(4790039000)","1,523","1,523","21","41","56","45","99","226","385","339","282","27","2"
"경상북도 예천군 지보면(4790040000)","2,721","2,721","49","84","90","108","199","418","698","573","446","52","4"
"경상북도 예천군 풍양면(4790041000)","3,165","3,165","54","120","196","113","239","505","745","623","515","53","2"
"경상북도 예천군 효자면(4790042000)","1,194","1,194","24","59","49","39","86","244","345","176","145","26","1"
"경상북도 예천군 은풍면(4790043000)","1,366","1,366","35","75","68","60","108","219","307","267","196","28","3"
"경상북도 봉화군 (4792000000)","31,494","31,494","1,385","1,867","2,008","1,944","3,231","5,769","6,826","4,733","3,198","503","30"
"경상북도 봉화군 봉화읍(4792025000)","10,008","10,008","618","889","904","782","1,298","1,750","1,689","1,170","767","136","5"
"경상북도 봉화군 물야면(4792031000)","3,140","3,140","94","138","138","160","243","599","801","544","368","52","3"
"경상북도 봉화군 봉성면(4792032000)","2,116","2,116","53","96","125","114","174","371","526","360","258","37","2"
"경상북도 봉화군 법전면(4792033000)","2,014","2,014","70","80","102","98","145","358","471","352","292","43","3"
"경상북도 봉화군 춘양면(4792034000)","4,433","4,433","183","239","245","250","404","866","985","696","468","90","7"
"경상북도 봉화군 소천면(4792035000)","2,224","2,224","57","86","100","102","190","439","587","371","255","34","3"
"경상북도 봉화군 재산면(4792036000)","1,522","1,522","31","72","63","57","129","334","393","250","169","23","1"
"경상북도 봉화군 명호면(4792037000)","2,254","2,254","57","103","115","95","207","425","562","396","254","38","2"
"경상북도 봉화군 상운면(4792038000)","1,754","1,754","30","39","92","61","132","292","438","385","248","34","3"
"경상북도 봉화군 석포면(4792039000)","2,029","2,029","192","125","124","225","309","335","374","209","119","16","1"
"경상북도 울진군 (4793000000)","48,716","48,716","2,933","3,753","4,485","4,290","6,263","8,642","8,203","5,679","3,812","640","16"
"경상북도 울진군 울진읍(4793025000)","14,051","14,051","1,112","1,634","1,563","1,417","2,335","2,425","1,709","1,085","655","114","2"
"경상북도 울진군 평해읍(4793025300)","2,869","2,869","63","259","177","156","237","467","544","519","377","68","2"
"경상북도 울진군 북면(4793031000)","6,691","6,691","787","461","737","1,111","970","1,034","793","452","299","43","4"
"경상북도 울진군 북면하당출장소(4793031500)","708","708","6","29","48","25","62","142","148","130","104","14","0"
"경상북도 울진군 근남면(4793033000)","2,768","2,768","114","119","213","172","281","506","567","397","338","61","0"
"경상북도 울진군 기성면(4793035000)","2,548","2,548","49","93","191","115","162","438","576","453","391","79","1"
"경상북도 울진군 온정면(4793036000)","1,753","1,753","47","61","114","62","146","285","378","340","277","43","0"
"경상북도 울진군 죽변면(4793037000)","6,490","6,490","316","395","681","567","841","1,284","1,208","712","420","63","3"
"경상북도 울진군 후포면(4793038000)","7,546","7,546","369","574","630","544","947","1,421","1,546","996","444","74","1"
"경상북도 울진군 금강송면(4793039000)","1,270","1,270","23","42","36","41","116","296","306","223","167","18","2"
"경상북도 울진군 매화면(4793040000)","2,022","2,022","47","86","95","80","166","344","428","372","340","63","1"
"경상북도 울릉군 (4794000000)","9,077","9,077","392","463","833","852","1,290","1,848","1,766","1,045","498","78","12"
"경상북도 울릉군 울릉읍(4794025000)","6,434","6,434","288","372","609","640","987","1,327","1,212","671","282","34","12"
